address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
10044 32ND Ave NE,SEATTLE,WA,98125,895000,2250.0,4.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10044-32ND-Ave-NE-Seattle-WA-98125/48810355_zpid/
13352 3RD Ave NE,SEATTLE,WA,98125,789950,3200.0,3.0,3.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13352-3RD-Ave-NE-Seattle-WA-98125/48757687_zpid/
1514 NE 107TH St,SEATTLE,WA,98125,784000,2750.0,4.0,3.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1514-NE-107TH-St-Seattle-WA-98125/49109006_zpid/
2721 NE 130TH St,SEATTLE,WA,98125,1100000,1980.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2721-NE-130TH-St-Seattle-WA-98125/48897634_zpid/
12727 8TH Ave NE,SEATTLE,WA,98125,425000,1050.0,2.0,2.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12727-8TH-Ave-NE-Seattle-WA-98125/48995292_zpid/
840 NE 125th St 305 # 305,Seattle,WA,98125,329950,857.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/840-NE-125th-St-305-305-Seattle-WA-98125/2131975274_zpid/
12334 31st Ave NE APT 605,Seattle,WA,98125,289900,673.0,1.0,1.0,20,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/12334-31st-Ave-NE-APT-605-Seattle-WA-98125/63925665_zpid/
1910 NE 107TH St,SEATTLE,WA,98125,1789000,3812.0,5.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1910-NE-107TH-St-Seattle-WA-98125/49109179_zpid/
14334 Edgewater Ln NE,SEATTLE,WA,98125,995000,1110.0,3.0,1.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14334-Edgewater-Ln-NE-Seattle-WA-98125/49034331_zpid/
10358 Riviera Pl NE,SEATTLE,WA,98125,1200000,1560.0,2.0,3.0,27,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10358-Riviera-Pl-NE-Seattle-WA-98125/48918698_zpid/
4216 NE 124TH St,SEATTLE,WA,98125,1375000,4020.0,4.0,4.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4216-NE-124TH-St-Seattle-WA-98125/49103083_zpid/
12544 37TH Ave NE,SEATTLE,WA,98125,450000,1000.0,2.0,1.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12544-37TH-Ave-NE-Seattle-WA-98125/48735189_zpid/
14020 35TH Ave NE,SEATTLE,WA,98125,475000,1160.0,3.0,1.5,126,Auction,http://www.zillow.com/homes/for_sale//homedetails/14020-35TH-Ave-NE-Seattle-WA-98125/49128749_zpid/
10403 15TH Ave NE,SEATTLE,WA,98125,838000,1610.0,3.0,2.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10403-15TH-Ave-NE-Seattle-WA-98125/48947363_zpid/
12033 15TH Ave NE APT 1,SEATTLE,WA,98125,206000,636.0,1.0,1.0,504,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/12033-15TH-Ave-NE-APT-1-Seattle-WA-98125/48987022_zpid/
3625 NE 123RD St,SEATTLE,WA,98125,620000,1920.0,4.0,2.0,155,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/3625-NE-123RD-St-Seattle-WA-98125/49103222_zpid/
3261 NE 100TH St,SEATTLE,WA,98125,750000,1820.0,5.0,2.0,173,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/3261-NE-100TH-St-Seattle-WA-98125/49092470_zpid/
13029 3RD Ave NE UNIT A,SEATTLE,WA,98125,879000,1700.0,3.0,3.0,322,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/13029-3RD-Ave-NE-UNIT-A-Seattle-WA-98125/48757727_zpid/
11715 11721 15th Ave NE,Seattle,WA,98125,5699722,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/11715-11721-15th-Ave-NE-Seattle-WA-98125/2095560101_zpid/
11545 15th Ave NE,Seattle,WA,98125,2995000,NA,NA,NA,153,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/11545-15th-Ave-NE-Seattle-WA-98125/2092668666_zpid/
NE 105TH St,SEATTLE,WA,98125,NA,1250.0,3.0,2.0,68,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244339207_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE 102nd St,Seattle,WA,98125,NA,1060.0,2.0,1.0,413,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163434464_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
35th Ave NE,Seattle,WA,98125,NA,1160.0,3.0,1.5,175,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241750292_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2nd Ave NE,Seattle,WA,98125,NA,2140.0,4.0,2.0,805,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163434650_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
42nd Ave NE,Seattle,WA,98125,NA,3420.0,4.0,3.5,301,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/129608993_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Victory Ln NE,Seattle,WA,98125,NA,1150.0,2.0,1.0,20,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163479339_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
15TH Ave NE UNIT 305,SEATTLE,WA,98125,NA,1044.0,2.0,2.0,13,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/245225129_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sand Point Way NE,Seattle,WA,98125,NA,3180.0,4.0,2.5,243,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/240063803_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
41st Pl NE,Seattle,WA,98125,NA,NA,NA,NA,288,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/133731077_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3rd Ave NE,Seattle,WA,98125,NA,1350.0,2.0,1.0,175,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241750339_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE 125th St,Seattle,WA,98125,NA,970.0,4.0,2.5,705,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163434634_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NE Northgate Way,SEATTLE,WA,98125,NA,1780.0,4.0,1.0,34,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244421153_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
27TH Ave NE,SEATTLE,WA,98125,NA,2400.0,4.0,3.0,41,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244397303_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
36th Ave NE,Seattle,WA,98125,NA,2310.0,5.0,2.5,551,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163479332_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3309 E Denny Way,SEATTLE,WA,98122,1300000,2570.0,4.0,2.0,1,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/3309-E-Denny-Way-Seattle-WA-98122/49113993_zpid/
816 21ST Ave,SEATTLE,WA,98122,949000,1760.0,5.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-21ST-Ave-Seattle-WA-98122/49114776_zpid/
816 1/2 21st Ave,Seattle,WA,98122,949000,1760.0,5.0,2.0,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-1-2-21st-Ave-Seattle-WA-98122/2090971906_zpid/
1422 E Union St,Seattle,WA,98122,6500000,13390.0,3.0,6.0,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1422-E-Union-St-Seattle-WA-98122/2100149469_zpid/
2714 E Yesler Way,SEATTLE,WA,98122,849000,1789.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2714-E-Yesler-Way-Seattle-WA-98122/121999550_zpid/
706 16TH Ave APT 201,SEATTLE,WA,98122,635000,968.0,2.0,2.0,8,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/706-16TH-Ave-APT-201-Seattle-WA-98122/59699282_zpid/
919 33RD Ave,SEATTLE,WA,98122,1248999,4080.0,7.0,4.0,33,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/919-33RD-Ave-Seattle-WA-98122/49116796_zpid/
821 29TH Ave,SEATTLE,WA,98122,452000,840.0,2.0,1.0,13,Auction,http://www.zillow.com/homes/for_sale//homedetails/821-29TH-Ave-Seattle-WA-98122/48894784_zpid/
170 Lake Dell Ave,SEATTLE,WA,98122,1295000,2340.0,3.0,2.0,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/170-Lake-Dell-Ave-Seattle-WA-98122/49147643_zpid/
1106 14th Ave # B,Seattle,WA,98122,1200000,1766.0,3.0,3.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1106-14th-Ave-B-Seattle-WA-98122/2091138703_zpid/
1014 E Denny Way,SEATTLE,WA,98122,2299995,3040.0,6.0,4.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1014-E-Denny-Way-Seattle-WA-98122/60963860_zpid/
1711 25th Ave,Seattle,WA,98122,1248000,1922.0,3.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1711-25th-Ave-Seattle-WA-98122/2091237331_zpid/
412 20TH Ave,SEATTLE,WA,98122,800000,1950.0,3.0,2.0,27,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/412-20TH-Ave-Seattle-WA-98122/49114696_zpid/
2001 E Yesler Way # 1-15,SEATTLE,WA,98122,429000,1090.0,2.0,2.0,1708,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2001-E-Yesler-Way-1-15-Seattle-WA-98122/48737131_zpid/
1732 15th Ave,Seattle,WA,98122,4830000,18738.0,0.0,NA,348,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1732-15th-Ave-Seattle-WA-98122/241744509_zpid/
1130 Grand Ave,SEATTLE,WA,98122,2400000,4093.0,4.0,4.0,66,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1130-Grand-Ave-Seattle-WA-98122/48957341_zpid/
3321 E Terrace St,Seattle,WA,98122,375000,7222.0,NA,NA,200,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3321-E-Terrace-St-Seattle-WA-98122/2093237823_zpid/
1728 23RD Ave,SEATTLE,WA,98122,725000,1220.0,3.0,4.0,204,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/1728-23RD-Ave-Seattle-WA-98122/66652649_zpid/
1732 15th Ave APT 24,Seattle,WA,98122,NA,18738.0,NA,NA,348,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1732-15th-Ave-APT-24-Seattle-WA-98122/81774829_zpid/
1533 33RD Ave,SEATTLE,WA,98122,1398000,3510.0,5.0,4.0,87,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1533-33RD-Ave-Seattle-WA-98122/48711473_zpid/
4026 E Olive Ln,SEATTLE,WA,98122,8950000,4710.0,3.0,4.0,152,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4026-E-Olive-Ln-Seattle-WA-98122/48921599_zpid/
1705 E Columbia St # 5,SEATTLE,WA,98122,575000,1107.0,2.0,1.0,208,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/1705-E-Columbia-St-5-Seattle-WA-98122/48750084_zpid/
1620 Belmont Ave UNIT 625,SEATTLE,WA,98122,1600000,940.0,2.0,1.0,39,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/1620-Belmont-Ave-UNIT-625-Seattle-WA-98122/72495746_zpid/
624 Fullerton Ave,SEATTLE,WA,98122,3600000,4300.0,4.0,5.0,597,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/624-Fullerton-Ave-Seattle-WA-98122/48729609_zpid/
1620 Belmont Ave UNIT 624,SEATTLE,WA,98122,1250000,740.0,1.0,1.0,40,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/1620-Belmont-Ave-UNIT-624-Seattle-WA-98122/72498682_zpid/
1629 13TH Ave,SEATTLE,WA,98122,2095000,4150.0,6.0,6.0,65,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/1629-13TH-Ave-Seattle-WA-98122/48976031_zpid/
2508 E Howell St,SEATTLE,WA,98122,1000000,1530.0,3.0,2.0,1072,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/2508-E-Howell-St-Seattle-WA-98122/49147389_zpid/
715 24TH Ave APT 304,SEATTLE,WA,98122,350000,430.0,0.0,1.0,593,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/715-24TH-Ave-APT-304-Seattle-WA-98122/80120290_zpid/
303 E Pike St APT 501,SEATTLE,WA,98122,1600000,1131.0,1.0,2.0,78,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/303-E-Pike-St-APT-501-Seattle-WA-98122/58387660_zpid/
1732 15th Ave APT 12,Seattle,WA,98122,415000,850.0,1.0,1.0,27,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1732-15th-Ave-APT-12-Seattle-WA-98122/2091380578_zpid/
33RD Ave,SEATTLE,WA,98122,NA,3200.0,7.0,4.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245152044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
25TH Ave,SEATTLE,WA,98122,NA,1570.0,4.0,1.0,96,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244339270_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Alder St,Seattle,WA,98122,NA,1190.0,2.0,1.5,47,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/163479397_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33rd Ave,Seattle,WA,98122,NA,4080.0,4.0,2.5,215,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163479230_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
35TH Ave,SEATTLE,WA,98122,NA,2560.0,3.0,1.0,62,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244339060_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Madrona Dr,Seattle,WA,98122,NA,4380.0,4.0,4.5,272,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/191088148_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
31st Ave,Seattle,WA,98122,NA,1340.0,3.0,1.0,257,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/221064405_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
29TH Ave,SEATTLE,WA,98122,NA,840.0,2.0,1.0,60,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244339171_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Columbia St APT 203,SEATTLE,WA,98122,NA,665.0,1.0,1.0,12,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/245246681_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
25th Ave,Seattle,WA,98122,NA,1620.0,3.0,1.0,53,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244328516_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
23rd Ave,Seattle,WA,98122,NA,1240.0,3.0,1.0,230,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163434157_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33rd Ave,Seattle,WA,98122,NA,3510.0,3.0,2.5,490,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163434260_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
24th Ave,Seattle,WA,98122,NA,1300.0,2.0,2.5,477,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/163479190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
18th Ave,Seattle,WA,98122,NA,1400.0,3.0,1.0,518,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/129070357_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
