address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
7466 N Van Houten Ave # 2,Portland,OR,97203,379900,5662.0,NA,NA,160,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/7466-N-Van-Houten-Ave-2-Portland-OR-97203/2092759473_zpid/
Westanna St,Portland,OR,97203,759950,5662.0,NA,NA,39,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Westanna-St-Portland-OR-97203/2093167622_zpid/
4468 N Hunt St,Portland,OR,97203,499850,1974.0,3.0,2.1,65,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4468-N-Hunt-St-Portland-OR-97203/2091759529_zpid/
8422 N Seneca St,Portland,OR,97203,450000,1100.0,3.0,2.0,61,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/8422-N-Seneca-St-Portland-OR-97203/53940338_zpid/
9734 N Hodge Ave,Portland,OR,97203,850000,NA,NA,NA,125,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/9734-N-Hodge-Ave-Portland-OR-97203/2092366783_zpid/
9438 N Gilbert Ave,Portland,OR,97203,475000,1256.0,3.0,2.0,316,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9438-N-Gilbert-Ave-Portland-OR-97203/53973426_zpid/
N Calhoun Ave,Portland,OR,97203,NA,960.0,3.0,1.5,120,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447673_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Polk Ave,Portland,OR,97203,NA,1429.0,3.0,2.5,41,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/244421586_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Druid Ave,Portland,OR,97203,NA,1264.0,3.0,1.5,222,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239971163_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Oberlin St,Portland,OR,97203,NA,1238.0,2.0,1.0,207,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240430863_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Tioga Ave,Portland,OR,97203,NA,1372.0,4.0,2.0,209,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/240500924_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Charleston Ave,Portland,OR,97203,NA,924.0,1.0,1.0,461,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176447720_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Astor St,Portland,OR,97203,NA,1200.0,2.0,1.0,179,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241684250_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Yale St,Portland,OR,97203,NA,1623.0,2.0,1.5,137,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243140172_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
