address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
4219 SW Marigold St,Portland,OR,97219,525000,2554.0,3.0,1.0,15,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/4219-SW-Marigold-St-Portland-OR-97219/53984723_zpid/
1269 SW Ophelia St,Portland,OR,97219,949950,3502.0,5.0,4.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1269-SW-Ophelia-St-Portland-OR-97219/2091175217_zpid/
3825 SW Huber St,Portland,OR,97219,299000,2214.0,2.0,1.0,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3825-SW-Huber-St-Portland-OR-97219/53883002_zpid/
7404 SW 53rd Ave,Portland,OR,97219,429900,1919.0,3.0,1.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7404-SW-53rd-Ave-Portland-OR-97219/53895925_zpid/
5811 SW Vermont St,Portland,OR,97219,489900,2150.0,3.0,2.0,110,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5811-SW-Vermont-St-Portland-OR-97219/53998920_zpid/
3121 SW Spring Garden St,Portland,OR,97219,339000,956.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3121-SW-Spring-Garden-St-Portland-OR-97219/53938306_zpid/
5539 SW Multnomah Blvd,PORTLAND,OR,97219,327000,1276.0,3.0,2.0,732,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5539-SW-Multnomah-Blvd-Portland-OR-97219/53878994_zpid/
7442 SW Virginia Ave APT B,Portland,OR,97219,255000,915.0,1.0,1.5,248,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7442-SW-Virginia-Ave-APT-B-Portland-OR-97219/71245348_zpid/
5543 SW Pasadena Dr,Portland,OR,97219,390000,1362.0,3.0,2.0,179,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5543-SW-Pasadena-Dr-Portland-OR-97219/53850147_zpid/
7927 SW 11th Ave,Portland,OR,97219,435000,2040.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7927-SW-11th-Ave-Portland-OR-97219/53835152_zpid/
5507 SW Taylors Ferry Rd,Portland,OR,97219,295000,745.0,2.0,1.0,67,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5507-SW-Taylors-Ferry-Rd-Portland-OR-97219/58472817_zpid/
7720 SW Macadam Ave APT 10,Portland,OR,97219,409000,1168.0,2.0,2.0,629,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7720-SW-Macadam-Ave-APT-10-Portland-OR-97219/2140419086_zpid/
3741 SW Pomona St,Portland,OR,97219,399900,1764.0,3.0,2.0,116,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3741-SW-Pomona-St-Portland-OR-97219/53982601_zpid/
8576 SW 47th Ave,Portland,OR,97219,795000,2795.0,3.0,3.0,526,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8576-SW-47th-Ave-Portland-OR-97219/2097148716_zpid/
7430 SW Miles Pl,Portland,OR,97219,550000,2178.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7430-SW-Miles-Pl-Portland-OR-97219/53987430_zpid/
4352 SW Dickinson St # 31,Portland,OR,97219,172500,921.0,2.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/4352-SW-Dickinson-St-31-Portland-OR-97219/53867719_zpid/
10719 SW Lancaster Rd,Portland,OR,97219,550000,3206.0,3.0,2.5,167,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10719-SW-Lancaster-Rd-Portland-OR-97219/53928751_zpid/
8415 SW 19th Ave,Portland,OR,97219,285000,800.0,2.0,1.0,99,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8415-SW-19th-Ave-Portland-OR-97219/53813637_zpid/
7140 SW Virginia Ave,Portland,OR,97219,610100,2440.0,3.0,3.0,144,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7140-SW-Virginia-Ave-Portland-OR-97219/53896114_zpid/
1235 SW Carson St,Portland,OR,97219,571900,2028.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1235-SW-Carson-St-Portland-OR-97219/53834439_zpid/
10410 SW 46th Pl,Portland,OR,97219,569900,2065.0,3.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10410-SW-46th-Pl-Portland-OR-97219/2091974862_zpid/
7420 SW 64th Pl,Portland,OR,97219,599000,2224.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7420-SW-64th-Pl-Portland-OR-97219/53833730_zpid/
9636 SW 48th Ave,Portland,OR,97219,309900,1104.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9636-SW-48th-Ave-Portland-OR-97219/53982362_zpid/
4035 SW Baird St,Portland,OR,97219,435000,2102.0,3.0,3.0,239,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4035-SW-Baird-St-Portland-OR-97219/89803757_zpid/
4368 SW Dickinson St # 38,Portland,OR,97219,151000,921.0,2.0,1.0,1489,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4368-SW-Dickinson-St-38-Portland-OR-97219/53867726_zpid/
3046 SW Florida Ct APT C,Portland,OR,97219,290000,1293.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3046-SW-Florida-Ct-APT-C-Portland-OR-97219/53923254_zpid/
8120 SW 8th Ave,Portland,OR,97219,615000,3348.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8120-SW-8th-Ave-Portland-OR-97219/53831631_zpid/
5130 SW Multnomah Blvd APT I,Portland,OR,97219,219500,990.0,2.0,2.0,76,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/5130-SW-Multnomah-Blvd-APT-I-Portland-OR-97219/53954442_zpid/
655 SW Stephenson St,Portland,OR,97219,1099000,4150.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/655-SW-Stephenson-St-Portland-OR-97219/2091532975_zpid/
4684 SW Comus Pl # 1-G,Portland,OR,97219,153000,1058.0,2.0,2.0,167,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4684-SW-Comus-Pl-1-G-Portland-OR-97219/53845151_zpid/
9121 SW 9th Pl,Portland,OR,97219,650000,2954.0,4.0,3.0,159,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9121-SW-9th-Pl-Portland-OR-97219/53920821_zpid/
0 SW 2nd Ave,Portland,OR,97219,149700,9583.0,NA,NA,2900,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-SW-2nd-Ave-Portland-OR-97219/2140922559_zpid/
13228 SW 62nd Ave,Portland,OR,97219,359000,1040.0,2.0,1.0,293,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/13228-SW-62nd-Ave-Portland-OR-97219/48226905_zpid/
9610 SW Boones Ferry Rd,Portland,OR,97219,499900,2270.0,4.0,3.0,162,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9610-SW-Boones-Ferry-Rd-Portland-OR-97219/53844109_zpid/
10655 SW Collina Ave,Portland,OR,97219,759000,2319.0,4.0,3.0,190,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10655-SW-Collina-Ave-Portland-OR-97219/53943432_zpid/
5218 SW Arnold St,Portland,OR,97219,369000,1578.0,3.0,3.0,2019,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5218-SW-Arnold-St-Portland-OR-97219/53982698_zpid/
11350 SW Riverwood Rd,Portland,OR,97219,2975000,6516.0,3.0,5.0,386,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11350-SW-Riverwood-Rd-Portland-OR-97219/53944816_zpid/
13313 SW Iron Mountain Blvd,Portland,OR,97219,949000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/13313-SW-Iron-Mountain-Blvd-Portland-OR-97219/2093661623_zpid/
Sw 64th Ave,portland,OR,97219,110000,6098.0,NA,NA,193,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Sw-64th-Ave-Portland-OR-97219/2096971894_zpid/
01415 SW Radcliffe Ln,Portland,OR,97219,2495000,5607.0,4.0,5.0,74,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/01415-SW-Radcliffe-Ln-Portland-OR-97219/2093742004_zpid/
1722 SW Custer St,Portland,OR,97219,799999,2928.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1722-SW-Custer-St-Portland-OR-97219/2094224295_zpid/
2709 SW Ridge Dr,Portland,OR,97219,515000,2450.0,4.0,3.0,56,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2709-SW-Ridge-Dr-Portland-OR-97219/53885037_zpid/
222 SW Florida St,Portland,OR,97219,1400000,3900.0,4.0,3.0,76,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/222-SW-Florida-St-Portland-OR-97219/2091866508_zpid/
10502 SW Collina Ave,Portland,OR,97219,880000,2960.0,4.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/10502-SW-Collina-Ave-Portland-OR-97219/53943423_zpid/
4727 SW Buddington St,Portland,OR,97219,280000,NA,NA,NA,136,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4727-SW-Buddington-St-Portland-OR-97219/53982778_zpid/
0951 SW Palatine Hill Rd,Portland,OR,97219,1400000,5104.0,5.0,4.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/0951-SW-Palatine-Hill-Rd-Portland-OR-97219/2091945646_zpid/
1817 SW Joshua St,Portland,OR,97219,749000,3295.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1817-SW-Joshua-St-Portland-OR-97219/53959087_zpid/
1521 SW Hume Ct,Portland,OR,97219,465000,2500.0,4.0,2.0,52,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1521-SW-Hume-Ct-Portland-OR-97219/53834400_zpid/
10615 SW 40th Ave,Portland,OR,97219,899500,3073.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10615-SW-40th-Ave-Portland-OR-97219/118632929_zpid/
11607 SW 33rd Pl,Portland,OR,97219,709000,2796.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11607-SW-33rd-Pl-Portland-OR-97219/53965498_zpid/
10415 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10415-SW-46th-Pl-Portland-OR-97219/2091974851_zpid/
11760 SW Riverwood Rd,Portland,OR,97219,1750000,4687.0,3.0,5.0,32,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11760-SW-Riverwood-Rd-Portland-OR-97219/53944798_zpid/
6725 SW 54th Ave,Portland,OR,97219,649900,2297.0,3.0,3.0,273,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6725-SW-54th-Ave-Portland-OR-97219/2094148407_zpid/
9223 SW 55th Ave,Portland,OR,97219,665000,3512.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9223-SW-55th-Ave-Portland-OR-97219/53929024_zpid/
8035 SW Burlingame Ave,Portland,OR,97219,639900,3017.0,3.0,3.0,174,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8035-SW-Burlingame-Ave-Portland-OR-97219/53831635_zpid/
1524 SW Joshua St,Portland,OR,97219,875000,3528.0,5.0,3.0,110,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1524-SW-Joshua-St-Portland-OR-97219/79895001_zpid/
9612 SW 41st Ave,Portland,OR,97219,525000,2248.0,4.0,4.0,101,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9612-SW-41st-Ave-Portland-OR-97219/2092094968_zpid/
0 SW Luradel,Portland,OR,97219,99000,1742.0,NA,NA,76,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-SW-Luradel-Portland-OR-97219/2091868761_zpid/
1546 SW Military Rd,Portland,OR,97219,2625000,5852.0,4.0,4.0,41,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1546-SW-Military-Rd-Portland-OR-97219/53811102_zpid/
1221 SW Arnold St,Portland,OR,97219,775000,3100.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1221-SW-Arnold-St-Portland-OR-97219/53837188_zpid/
9406 SW 62nd Dr,Portland,OR,97219,885000,6304.0,9.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9406-SW-62nd-Dr-Portland-OR-97219/53972959_zpid/
7720 SW Macadam Ave 25 # 25,Portland,OR,97219,769500,2486.0,3.0,3.0,186,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7720-SW-Macadam-Ave-25-25-Portland-OR-97219/2128084570_zpid/
7515 SW Corbett Ave,Portland,OR,97219,739900,3153.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7515-SW-Corbett-Ave-Portland-OR-97219/53868229_zpid/
0550 SW Riverside St,Portland,OR,97219,739900,2422.0,4.0,3.0,91,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/0550-SW-Riverside-St-Portland-OR-97219/2092005422_zpid/
1600 SW Greenwood Rd,Portland,OR,97219,4850000,9007.0,6.0,7.0,298,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1600-SW-Greenwood-Rd-Portland-OR-97219/2094449826_zpid/
01415 SW Military Rd,Portland,OR,97219,2995000,7245.0,5.0,6.0,46,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/01415-SW-Military-Rd-Portland-OR-97219/2097610990_zpid/
10624 SW 43rd Ave,Portland,OR,97219,555000,2779.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10624-SW-43rd-Ave-Portland-OR-97219/60191235_zpid/
9116 SW 8th Ave,Portland,OR,97219,549900,2388.0,3.0,3.0,54,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9116-SW-8th-Ave-Portland-OR-97219/53894898_zpid/
0 SW Luradel St,Portland,OR,97219,99000,NA,NA,NA,42,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-SW-Luradel-St-Portland-OR-97219/2091576741_zpid/
12518 SW Iron Mountain Blvd,Portland,OR,97219,1599999,4376.0,5.0,4.0,84,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12518-SW-Iron-Mountain-Blvd-Portland-OR-97219/53852909_zpid/
9920 SW Riverside Dr,Portland,OR,97219,695000,NA,NA,NA,825,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/9920-SW-Riverside-Dr-Portland-OR-97219/2100497946_zpid/
SW Florida St,PORTLAND,OR,97219,195000,4791.0,NA,NA,301,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Florida-St-Portland-OR-97219/119259659_zpid/
4000 SW Pomona St,Portland,OR,97219,225000,10890.0,NA,NA,32,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4000-SW-Pomona-St-Portland-OR-97219/53929974_zpid/
13050 SW Iron Mountain Blvd,Portland,OR,97219,4898000,7577.0,5.0,9.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13050-SW-Iron-Mountain-Blvd-Portland-OR-97219/48223811_zpid/
550 SW Riverside St,Portland,OR,97219,739900,2422.0,4.0,3.0,88,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/550-SW-Riverside-St-Portland-OR-97219/54000051_zpid/
01837 SW Radcliffe Rd,Portland,OR,97219,1850000,7000.0,5.0,5.0,312,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/01837-SW-Radcliffe-Rd-Portland-OR-97219/62965952_zpid/
7620 SW 37th Ave,Portland,OR,97219,549000,1786.0,3.0,3.0,203,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/7620-SW-37th-Ave-Portland-OR-97219/53939101_zpid/
SW Carey Ln,Portland,OR,97219,550000,NA,NA,NA,116,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Carey-Ln-Portland-OR-97219/119269297_zpid/
7006 SW Virginia Ave,Portland,OR,97219,1200000,3073.0,4.0,5.0,458,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7006-SW-Virginia-Ave-Portland-OR-97219/53957840_zpid/
SW Virginia Pl,Portland,OR,97219,975000,NA,NA,NA,109,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-Portland-OR-97219/2115498241_zpid/
872 SW Trillium Ln,Portland,OR,97219,899000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/872-SW-Trillium-Ln-Portland-OR-97219/2106918242_zpid/
4014 SW Marigold St,Portland,OR,97219,330000,7405.0,NA,NA,137,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4014-SW-Marigold-St-Portland-OR-97219/53984831_zpid/
1908 SW Collins Ct,Portland,OR,97219,1450000,4041.0,4.0,3.0,142,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1908-SW-Collins-Ct-Portland-OR-97219/53820643_zpid/
4624 SW Comus Pl # 5-H,Portland,OR,97219,210000,998.0,2.0,2.0,342,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/4624-SW-Comus-Pl-5-H-Portland-OR-97219/53845180_zpid/
0 SW Fulton Park Blvd,Portland,OR,97219,199900,3484.0,NA,NA,103,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-SW-Fulton-Park-Blvd-Portland-OR-97219/2092119552_zpid/
9040 SW 49th Ave,Portland,OR,97219,550000,2280.0,4.0,3.0,1533,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/9040-SW-49th-Ave-Portland-OR-97219/53982024_zpid/
7720 SW Macadam Ave APT 1,Portland,OR,97219,849000,NA,0.0,NA,342,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7720-SW-Macadam-Ave-APT-1-Portland-OR-97219/2102052588_zpid/
SW Virginia Pl LOT 8,Portland,OR,97219,200000,4791.0,NA,NA,108,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-LOT-8-Portland-OR-97219/2092162895_zpid/
10263 SW Daphne Pl,Portland,OR,97219,1779950,4892.0,4.0,5.0,214,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10263-SW-Daphne-Pl-Portland-OR-97219/61810597_zpid/
10402 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10402-SW-46th-Pl-Portland-OR-97219/2091974955_zpid/
10403 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,89,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10403-SW-46th-Pl-Portland-OR-97219/2091976625_zpid/
8315 SW 47th Ave,Portland,OR,97219,750000,1740.0,3.0,2.0,87,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/8315-SW-47th-Ave-Portland-OR-97219/53936497_zpid/
SW Plum And Sw 46 St,Portland,OR,97219,435000,8276.0,NA,NA,153,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Plum-And-Sw-46-St-Portland-OR-97219/2092663194_zpid/
SW Virginia Pl # 6,Portland,OR,97219,245000,6098.0,NA,NA,109,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-6-Portland-OR-97219/2092171772_zpid/
SW Virginia Pl LOT 7,Portland,OR,97219,230000,5662.0,NA,NA,108,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-LOT-7-Portland-OR-97219/2092162894_zpid/
SW Virginia Pl # 4,Portland,OR,97219,280000,6969.0,NA,NA,109,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-4-Portland-OR-97219/2092171771_zpid/
SW Virginia Pl # 5,Portland,OR,97219,245000,6098.0,NA,NA,109,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/SW-Virginia-Pl-5-Portland-OR-97219/2092171892_zpid/
10414 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10414-SW-46th-Pl-Portland-OR-97219/2091974861_zpid/
10406 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10406-SW-46th-Pl-Portland-OR-97219/2091974919_zpid/
10411 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10411-SW-46th-Pl-Portland-OR-97219/2091974863_zpid/
10407 SW 46th Pl,Portland,OR,97219,559900,2065.0,3.0,4.0,88,New Construction,http://www.zillow.com/homes/for_sale//homedetails/10407-SW-46th-Pl-Portland-OR-97219/2091974918_zpid/
SW Alfred Ct,Portland,OR,97219,NA,2278.0,2.0,2.5,104,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027302_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 28th Dr,Portland,OR,97219,NA,3528.0,4.0,2.5,454,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176476025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 10th Ave,Portland,OR,97219,NA,1250.0,3.0,1.5,286,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/176476016_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW Falcon St,Portland,OR,97219,NA,1295.0,3.0,2.0,132,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241620600_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW Troy St,Portland,OR,97219,NA,1896.0,2.0,2.0,158,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/218038288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 40th Ave APT I,Portland,OR,97219,NA,667.0,NA,1.0,418,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/SW-40th-Ave-APT-I-Portland-OR-97219/176447797_zpid/
SW Lancaster Rd,Portland,OR,97219,NA,1861.0,2.0,2.0,138,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243120352_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW Lancaster Rd,Portland,OR,97219,NA,1861.0,2.0,2.0,138,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243120352_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1410 NW Kearney St APT 912,Portland,OR,97209,419900,837.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1410-NW-Kearney-St-APT-912-Portland-OR-97209/63298457_zpid/
411 NW Flanders St APT 405,Portland,OR,97209,278500,724.0,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/411-NW-Flanders-St-APT-405-Portland-OR-97209/61807792_zpid/
1009 NW Hoyt St APT 212,Portland,OR,97209,900000,1568.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-NW-Hoyt-St-APT-212-Portland-OR-97209/53931963_zpid/
949 NW Overton St UNIT 1112,Portland,OR,97209,999000,1530.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/949-NW-Overton-St-UNIT-1112-Portland-OR-97209/83078845_zpid/
949 NW Overton St 102 # 102,Portland,OR,97209,850000,2001.0,2.0,3.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/949-NW-Overton-St-102-102-Portland-OR-97209/2090991862_zpid/
937 NW Glisan St UNIT 1034,Portland,OR,97209,575000,968.0,1.0,1.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/937-NW-Glisan-St-UNIT-1034-Portland-OR-97209/87761519_zpid/
1400 NW Irving St APT 326,Portland,OR,97209,380000,822.0,0.0,1.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1400-NW-Irving-St-APT-326-Portland-OR-97209/63350377_zpid/
920 NW Naito Pkwy APT J7,Portland,OR,97209,255000,745.0,1.0,1.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/920-NW-Naito-Pkwy-APT-J7-Portland-OR-97209/62966550_zpid/
1420 NW Lovejoy St APT 330,Portland,OR,97209,384000,745.0,1.0,1.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-330-Portland-OR-97209/61788400_zpid/
949 NW Overton St UNIT 102,Portland,OR,97209,850000,2001.0,2.0,3.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/949-NW-Overton-St-UNIT-102-Portland-OR-97209/83079578_zpid/
411 NW Flanders St APT 611,Portland,OR,97209,275000,628.0,1.0,1.0,4,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/411-NW-Flanders-St-APT-611-Portland-OR-97209/61807816_zpid/
311 NW 12th Ave UNIT 203,Portland,OR,97209,589900,1029.0,1.0,2.0,3,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/311-NW-12th-Ave-UNIT-203-Portland-OR-97209/81771502_zpid/
1009 NW Hoyt St APT 108,Portland,OR,97209,424900,806.0,1.0,1.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-NW-Hoyt-St-APT-108-Portland-OR-97209/53931948_zpid/
1631 NW Everett St APT 407,Portland,OR,97209,210000,347.0,0.0,1.0,6,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1631-NW-Everett-St-APT-407-Portland-OR-97209/82334863_zpid/
1255 NW 9th Ave APT 1102,Portland,OR,97209,375000,634.0,0.0,1.0,7,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1255-NW-9th-Ave-APT-1102-Portland-OR-97209/65064764_zpid/
1926 W Burnside St UNIT 1106,Portland,OR,97209,378900,723.0,1.0,1.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1926-W-Burnside-St-UNIT-1106-Portland-OR-97209/79898652_zpid/
311 NW 12th Ave UNIT 1104,Portland,OR,97209,1575000,1675.0,1.0,2.0,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/311-NW-12th-Ave-UNIT-1104-Portland-OR-97209/82331647_zpid/
719 NW 17th Ave,Portland,OR,97209,950000,2760.0,4.0,4.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/719-NW-17th-Ave-Portland-OR-97209/2121535439_zpid/
416 NW 13th Ave APT 406,Portland,OR,97209,680000,1070.0,2.0,1.0,16,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/416-NW-13th-Ave-APT-406-Portland-OR-97209/53840141_zpid/
1125 NW 9th Ave APT 520,Portland,OR,97209,569000,1189.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1125-NW-9th-Ave-APT-520-Portland-OR-97209/65673893_zpid/
1420 NW Lovejoy St APT 420,Portland,OR,97209,479000,1084.0,2.0,2.0,22,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1420-NW-Lovejoy-St-APT-420-Portland-OR-97209/61788403_zpid/
